Movie URL,Count in File1,Count in File2,Count in File3_pred,Count in File3_label,Total Count
<http://dbpedia.org/resource/Five_Shaolin_Masters>,2,0,0,0,2
<http://dbpedia.org/resource/Flags_of_Our_Fathers_(film)>,4,0,0,0,4
<http://dbpedia.org/resource/Flash_(2007_film)>,3,0,0,0,3
<http://dbpedia.org/resource/Flash_Gordon_(film)>,4,0,0,1,5
<http://dbpedia.org/resource/Flash_Gordon_(serial)>,1,0,0,0,1
<http://dbpedia.org/resource/Flashdance>,7,0,0,0,7
<http://dbpedia.org/resource/Flatliners>,5,0,0,0,5
<http://dbpedia.org/resource/Flatliners_(2017_film)>,7,2,0,0,9
<http://dbpedia.org/resource/Flawless_(1999_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Fled>,2,0,0,0,2
<http://dbpedia.org/resource/Fletch_(film)>,5,0,0,1,6
<http://dbpedia.org/resource/Flicka>,0,1,0,0,1
<http://dbpedia.org/resource/Flight_(2009_film)>,6,0,0,2,8
<http://dbpedia.org/resource/Flight_(2012_film)>,0,1,0,0,1
<http://dbpedia.org/resource/Flight_of_the_Navigator>,1,0,0,0,1
<http://dbpedia.org/resource/Flightplan>,2,0,0,0,2
<http://dbpedia.org/resource/Flowers_in_the_Attic_(1987_film)>,0,0,0,1,1
<http://dbpedia.org/resource/Flubber_(film)>,20,0,1,1,22
<http://dbpedia.org/resource/Flushed_Away>,1,0,0,0,1
<http://dbpedia.org/resource/Fly_Away_Home>,6,0,1,0,7
<http://dbpedia.org/resource/Fly_My_Kite>,0,1,0,0,1
<http://dbpedia.org/resource/Flypaper_(2011_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Flywheel_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Focus_(2015_film)>,10,0,0,0,10
<http://dbpedia.org/resource/Following>,1,0,0,0,1
<http://dbpedia.org/resource/Foo_Fighters:_Back_and_Forth>,1,0,0,0,1
"<http://dbpedia.org/resource/Food,_Inc.>",12,2,0,0,14
<http://dbpedia.org/resource/Food_Matters>,2,0,0,0,2
<http://dbpedia.org/resource/Foodfight!>,1,0,0,0,1
<http://dbpedia.org/resource/Fool's_Gold_(1919_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Fool's_Gold_(2008_film)>,9,0,0,0,9
<http://dbpedia.org/resource/Fools_Rush_In_(1949_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Fools_Rush_In_(1997_film)>,8,0,0,0,8
<http://dbpedia.org/resource/Football_(film)>,0,1,0,0,1
<http://dbpedia.org/resource/Footloose_(1984_film)>,14,4,0,0,18
<http://dbpedia.org/resource/Footloose_(2011_film)>,9,0,0,0,9
<http://dbpedia.org/resource/For_Love_of_the_Game_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/For_a_Few_Dollars_More>,3,0,0,0,3
<http://dbpedia.org/resource/For_the_Love_of_Spock>,1,0,0,0,1
<http://dbpedia.org/resource/Forbidden_Planet>,4,0,0,0,4
<http://dbpedia.org/resource/Forces_of_Nature_(1999_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Forever_My_Girl>,11,1,0,0,12
<http://dbpedia.org/resource/Forever_Strong>,1,0,0,0,1
<http://dbpedia.org/resource/Forever_Young_(1992_film)>,1,2,0,0,3
<http://dbpedia.org/resource/Forget_Paris>,1,1,0,0,2
<http://dbpedia.org/resource/Forgetting_June>,1,0,0,0,1
<http://dbpedia.org/resource/Forgetting_Sarah_Marshall>,43,4,3,5,55
<http://dbpedia.org/resource/Forgotten_(2013_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Forks_Over_Knives>,3,0,0,1,4
<http://dbpedia.org/resource/Forrest_Gump>,134,8,80,16,238
<http://dbpedia.org/resource/Fortress_(1992_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Foul_Play_(1977_film)>,1,1,0,0,2
<http://dbpedia.org/resource/Four_Brothers_(film)>,4,0,0,0,4
<http://dbpedia.org/resource/Four_Christmases>,3,0,0,0,3
<http://dbpedia.org/resource/Four_Rooms>,0,1,0,0,1
<http://dbpedia.org/resource/Four_Sisters_and_a_Wedding>,1,0,0,0,1
<http://dbpedia.org/resource/Four_Weddings_and_a_Funeral>,30,4,0,0,34
<http://dbpedia.org/resource/Four_Women_of_Egypt>,1,0,0,0,1
<http://dbpedia.org/resource/Foxcatcher>,1,0,0,0,1
<http://dbpedia.org/resource/Fracture_(2007_film)>,3,1,0,0,4
<http://dbpedia.org/resource/Frailty_(2001_film)>,4,0,0,1,5
<http://dbpedia.org/resource/Frances_Ha>,3,0,0,0,3
<http://dbpedia.org/resource/Frankenfish>,0,1,0,0,1
<http://dbpedia.org/resource/Frankenstein_(1931_film)>,3,2,0,0,5
<http://dbpedia.org/resource/Frankenstein_(2004_film)>,6,0,0,0,6
<http://dbpedia.org/resource/Frankenstein_vs._the_Creature_from_Blood_Cove>,1,0,0,0,1
<http://dbpedia.org/resource/Frankenweenie_(2012_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Frantic_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Freaks_(1932_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Freaky_Friday_(1976_film)>,5,0,0,0,5
<http://dbpedia.org/resource/Freaky_Friday_(2003_film)>,14,2,0,1,17
<http://dbpedia.org/resource/Fred_(2014_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Fred_Claus>,4,0,0,0,4
<http://dbpedia.org/resource/Freddy's_Dead:_The_Final_Nightmare>,1,0,0,0,1
<http://dbpedia.org/resource/Freddy_Got_Fingered>,4,0,0,0,4
<http://dbpedia.org/resource/Freddy_vs._Jason>,18,4,0,1,23
<http://dbpedia.org/resource/Free_Fire>,1,0,0,0,1
<http://dbpedia.org/resource/Free_State_of_Jones_(film)>,3,3,0,0,6
<http://dbpedia.org/resource/Free_Willy>,4,0,0,0,4
<http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home>,1,0,0,0,1
<http://dbpedia.org/resource/Freebie_and_the_Bean>,1,0,1,1,3
<http://dbpedia.org/resource/Freedom_Writers>,2,0,0,0,2
<http://dbpedia.org/resource/Freejack>,1,0,0,0,1
<http://dbpedia.org/resource/Freelancers_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/French_Kiss_(1995_film)>,7,0,0,0,7
<http://dbpedia.org/resource/Frequency_(2000_film)>,8,0,0,0,8
<http://dbpedia.org/resource/Frida>,0,2,0,0,2
<http://dbpedia.org/resource/Friday_(1995_film)>,56,2,8,3,69
<http://dbpedia.org/resource/Friday_(2012_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Friday_(novel)>,2,0,0,0,2
<http://dbpedia.org/resource/Friday_After_Next>,5,0,0,0,5
<http://dbpedia.org/resource/Friday_Night_Lights_(film)>,8,1,1,2,12
<http://dbpedia.org/resource/Friday_the_13th_(1980_film)>,52,19,1,3,75
<http://dbpedia.org/resource/Friday_the_13th_(2009_film)>,5,1,0,1,7
<http://dbpedia.org/resource/Fried_Green_Tomatoes>,18,3,0,3,24
<http://dbpedia.org/resource/Friend_Request>,1,0,0,0,1
<http://dbpedia.org/resource/Friends_(1993_film)>,2,2,0,0,4
<http://dbpedia.org/resource/Friends_(With_Benefits)>,1,0,0,0,1
<http://dbpedia.org/resource/Friends_with_Benefits_(film)>,42,0,1,1,44
<http://dbpedia.org/resource/Fright_Night>,4,0,0,0,4
<http://dbpedia.org/resource/Frisbee:_The_Life_and_Death_of_a_Hippie_Preacher>,1,0,0,0,1
<http://dbpedia.org/resource/From_Beyond_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/From_Dusk_Till_Dawn_3:_The_Hangman's_Daughter>,1,0,0,0,1
<http://dbpedia.org/resource/From_Dusk_till_Dawn>,12,3,0,2,17
<http://dbpedia.org/resource/From_Hell_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/From_Justin_to_Kelly>,1,0,0,0,1
<http://dbpedia.org/resource/From_Paris_with_Love_(film)>,3,1,0,0,4
<http://dbpedia.org/resource/From_Prada_to_Nada>,2,0,0,0,2
<http://dbpedia.org/resource/From_Russia_with_Love_(film)>,4,0,0,0,4
<http://dbpedia.org/resource/From_the_Hip_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Frontier_(2016_TV_series)>,1,0,0,0,1
<http://dbpedia.org/resource/Frozen_(2007_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Frozen_(2010_American_film)>,18,12,0,3,33
<http://dbpedia.org/resource/Frozen_(2013_film)>,156,33,23,7,219
<http://dbpedia.org/resource/Frozen_(play)>,10,0,0,1,11
<http://dbpedia.org/resource/Frozen_Fever>,0,0,0,1,1
<http://dbpedia.org/resource/Fruitvale_Station>,2,0,0,0,2
<http://dbpedia.org/resource/Fugitives_(1929_film)>,0,1,0,0,1
<http://dbpedia.org/resource/Full_Metal_Jacket>,31,8,3,1,43
<http://dbpedia.org/resource/Fullmetal_Alchemist:_Brotherhood>,1,0,0,0,1
<http://dbpedia.org/resource/Fun_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/Fun_Mom_Dinner>,3,0,0,1,4
<http://dbpedia.org/resource/Fun_with_Dick_and_Jane_(2005_film)>,10,15,0,2,27
<http://dbpedia.org/resource/Funny_Face>,4,0,0,0,4
<http://dbpedia.org/resource/Funny_Farm_(film)>,2,0,0,1,3
<http://dbpedia.org/resource/Funny_Games_(1997_film)>,1,0,0,1,2
<http://dbpedia.org/resource/Funny_Games_(2007_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Funny_Girl_(film)>,2,0,0,1,3
<http://dbpedia.org/resource/Funny_People>,4,0,0,1,5
<http://dbpedia.org/resource/Furious_7>,19,0,2,0,21
<http://dbpedia.org/resource/Furry_Vengeance>,1,0,0,0,1
<http://dbpedia.org/resource/Fury_(2014_film)>,15,2,0,0,17
<http://dbpedia.org/resource/Futurama:_Bender's_Big_Score>,1,0,0,0,1
<http://dbpedia.org/resource/Future_X-Cops>,1,0,0,0,1
<http://dbpedia.org/resource/G.I._Blues>,2,0,0,0,2
<http://dbpedia.org/resource/G.I._Jane>,1,0,0,1,2
<http://dbpedia.org/resource/G.I._Joe:_The_Rise_of_Cobra>,1,0,0,0,1
<http://dbpedia.org/resource/G.I._Joe_(pigeon)>,2,0,0,1,3
<http://dbpedia.org/resource/GMO_OMG>,1,0,0,0,1
<http://dbpedia.org/resource/G_(2002_film)>,3,1,0,0,4
<http://dbpedia.org/resource/Galaxy_Quest>,19,1,0,1,21
<http://dbpedia.org/resource/Galaxy_of_Terror>,1,0,0,0,1
<http://dbpedia.org/resource/Game_(2003_film)>,0,2,0,0,2
<http://dbpedia.org/resource/Game_Night_(film)>,123,64,17,13,217
"<http://dbpedia.org/resource/Game_Over,_Man!>",5,0,0,1,6
<http://dbpedia.org/resource/Gamer_(2009_film)>,3,1,0,1,5
<http://dbpedia.org/resource/Gamer_(2011_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gandhi_(film)>,2,0,0,1,3
<http://dbpedia.org/resource/Ganglamedo>,0,0,0,1,1
<http://dbpedia.org/resource/Gangs_of_New_York>,21,4,1,0,26
<http://dbpedia.org/resource/Gangs_of_Wasseypur>,1,0,0,0,1
<http://dbpedia.org/resource/Gangster_(2006_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Garden_State_(film)>,6,0,0,0,6
<http://dbpedia.org/resource/Garfield:_A_Tail_of_Two_Kitties>,1,0,0,0,1
<http://dbpedia.org/resource/Garfield:_The_Movie>,5,0,0,0,5
<http://dbpedia.org/resource/Garfield_Gets_Real>,4,0,0,0,4
<http://dbpedia.org/resource/Gasland>,1,0,1,0,2
<http://dbpedia.org/resource/Gaslight_(1940_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Gattaca>,10,1,0,0,11
<http://dbpedia.org/resource/Gentlemen_Prefer_Blondes_(1953_film)>,1,0,0,0,1
<http://dbpedia.org/resource/George_of_the_Jungle_(film)>,2,1,0,1,4
<http://dbpedia.org/resource/Geostorm>,20,0,0,5,25
<http://dbpedia.org/resource/Gerald's_Game_(film)>,20,0,0,2,22
<http://dbpedia.org/resource/Get_Hard>,40,1,0,3,44
<http://dbpedia.org/resource/Get_Him_to_the_Greek>,13,4,0,1,18
<http://dbpedia.org/resource/Get_Out>,380,37,31,22,470
<http://dbpedia.org/resource/Get_Over_It_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Get_Real_(film)>,0,1,0,0,1
<http://dbpedia.org/resource/Get_Rich_or_Die_Tryin'_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Get_Shorty_(film)>,4,0,0,0,4
<http://dbpedia.org/resource/Get_Smart_(film)>,8,0,0,0,8
<http://dbpedia.org/resource/Get_a_Clue_(1997_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Get_a_Job_(2016_film)>,6,0,0,0,6
<http://dbpedia.org/resource/Get_on_Up_(film)>,3,0,0,0,3
<http://dbpedia.org/resource/Getaway_(2013_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gettysburg_(1993_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Ghost_(1990_film)>,12,0,0,0,12
<http://dbpedia.org/resource/Ghost_(1998_film)>,22,0,2,2,26
<http://dbpedia.org/resource/Ghost_Dog:_The_Way_of_the_Samurai>,2,0,0,0,2
<http://dbpedia.org/resource/Ghost_Pub>,2,0,0,0,2
<http://dbpedia.org/resource/Ghost_Rider_(1982_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Ghost_Rider_(2007_film)>,5,0,0,0,5
<http://dbpedia.org/resource/Ghost_Ship_(2002_film)>,10,0,0,0,10
<http://dbpedia.org/resource/Ghost_Story_(1981_film)>,2,1,0,0,3
<http://dbpedia.org/resource/Ghost_in_the_Shell:_Arise>,2,0,0,0,2
<http://dbpedia.org/resource/Ghost_in_the_Shell:_Stand_Alone_Complex_-_Solid_State_Society>,1,0,0,1,2
<http://dbpedia.org/resource/Ghost_in_the_Shell_(1995_film)>,2,1,0,1,4
<http://dbpedia.org/resource/Ghost_in_the_Shell_(2017_film)>,29,2,0,2,33
<http://dbpedia.org/resource/Ghost_in_the_Shell_2:_Innocence>,0,0,0,1,1
<http://dbpedia.org/resource/Ghostbusters>,120,23,21,7,171
<http://dbpedia.org/resource/Ghostbusters_(2016_film)>,70,10,4,6,90
<http://dbpedia.org/resource/Ghostbusters_II>,8,2,0,1,11
<http://dbpedia.org/resource/Ghosts_(1915_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Ghosts_of_Girlfriends_Past>,3,0,0,0,3
<http://dbpedia.org/resource/Ghosts_of_Mars>,2,0,0,0,2
<http://dbpedia.org/resource/Gia_(album)>,5,1,0,0,6
<http://dbpedia.org/resource/Giant_(1956_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gifted_(2017_film)>,21,0,0,1,22
<http://dbpedia.org/resource/Gifted_Hands:_The_Ben_Carson_Story>,1,0,0,0,1
<http://dbpedia.org/resource/Gigantic_(video_game)>,1,0,0,0,1
<http://dbpedia.org/resource/Gigli>,1,1,0,0,2
<http://dbpedia.org/resource/Ginger_Snaps_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/Gingerdead_Man_2:_Passion_of_the_Crust>,1,0,0,0,1
"<http://dbpedia.org/resource/Girl,_Interrupted_(film)>",9,1,0,0,10
<http://dbpedia.org/resource/Girl_in_Progress>,1,0,0,0,1
<http://dbpedia.org/resource/Girl_with_a_Pearl_Earring_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Girlfight>,2,0,0,0,2
<http://dbpedia.org/resource/Girlfriend's_Day>,1,0,0,0,1
<http://dbpedia.org/resource/Girls'_Night>,1,0,0,0,1
<http://dbpedia.org/resource/Girls'_Night_Out_(1998_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Girls_(1980_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Girls_Trip>,171,47,3,7,228
<http://dbpedia.org/resource/Girls_Will_Be_Girls_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gladiator_(1992_film)>,5,1,0,0,6
<http://dbpedia.org/resource/Gladiator_(2000_film)>,53,5,5,5,68
<http://dbpedia.org/resource/Gladiatress>,1,0,0,0,1
<http://dbpedia.org/resource/Glee:_The_3D_Concert_Movie>,1,1,0,0,2
<http://dbpedia.org/resource/Glengarry_Glen_Ross_(film)>,3,0,0,0,3
<http://dbpedia.org/resource/Glory_(1989_film)>,5,0,0,1,6
<http://dbpedia.org/resource/Gnomeo_&_Juliet>,13,0,0,0,13
<http://dbpedia.org/resource/Gnomes_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Go_(2007_film)>,2,1,0,0,3
<http://dbpedia.org/resource/Go_West_(1940_film)>,1,0,0,0,1
<http://dbpedia.org/resource/God's_Not_Dead_(film)>,14,0,3,0,17
<http://dbpedia.org/resource/God's_Not_Dead_2>,1,0,0,0,1
<http://dbpedia.org/resource/God_Bless_America_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Godfather_(1991_film)>,11,14,0,1,26
<http://dbpedia.org/resource/Godfather_(2007_film)>,0,1,0,0,1
<http://dbpedia.org/resource/Gods_of_Egypt_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/Godsend_(2004_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Godspell_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/Godzilla:_Tokyo_S.O.S.>,1,0,0,0,1
<http://dbpedia.org/resource/Godzilla_(2014_film)>,13,0,2,1,16
<http://dbpedia.org/resource/Godzilla_(singer)>,1,0,0,0,1
<http://dbpedia.org/resource/Godzilla_Against_Mechagodzilla>,1,0,0,0,1
<http://dbpedia.org/resource/Godzilla_vs._Hedorah>,1,0,0,0,1
<http://dbpedia.org/resource/Godzilla_vs._Megalon>,1,0,0,0,1
<http://dbpedia.org/resource/Godzilla_vs._SpaceGodzilla>,1,0,0,0,1
<http://dbpedia.org/resource/Going_Back_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Going_Clear_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Going_Down_in_LA-LA_Land>,0,1,0,0,1
<http://dbpedia.org/resource/Going_in_Style>,1,0,0,0,1
<http://dbpedia.org/resource/Going_in_Style_(2017_film)>,21,0,0,1,22
<http://dbpedia.org/resource/Going_the_Distance_(2010_film)>,4,0,0,0,4
<http://dbpedia.org/resource/Gold_(2016_film)>,4,0,0,0,4
<http://dbpedia.org/resource/Gold_Diggers:_The_Secret_of_Bear_Mountain>,1,0,0,0,1
<http://dbpedia.org/resource/GoldenEye>,5,2,0,0,7
<http://dbpedia.org/resource/Goldfinger_(film)>,7,0,0,0,7
<http://dbpedia.org/resource/Goldie_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gone_(2012_film)>,3,0,0,0,3
<http://dbpedia.org/resource/Gone_Baby_Gone>,10,2,0,1,13
<http://dbpedia.org/resource/Gone_Fishin'_(film)>,0,1,0,0,1
<http://dbpedia.org/resource/Gone_Fishing_(2008_film)>,1,1,0,0,2
<http://dbpedia.org/resource/Gone_Fishing_(2012_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gone_Girl_(film)>,110,25,12,7,154
<http://dbpedia.org/resource/Gone_in_60_Seconds_(1974_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gone_in_60_Seconds_(2000_film)>,34,1,1,5,41
<http://dbpedia.org/resource/Gone_with_the_Wind_(film)>,65,2,5,1,73
<http://dbpedia.org/resource/Good_Boy!>,1,0,0,0,1
<http://dbpedia.org/resource/Good_Burger>,2,0,0,0,2
<http://dbpedia.org/resource/Good_Cheer>,1,0,0,0,1
<http://dbpedia.org/resource/Good_Deeds>,1,0,0,0,1
<http://dbpedia.org/resource/Good_Kids>,1,0,0,0,1
"<http://dbpedia.org/resource/Good_Luck_Charlie,_It's_Christmas!>",1,0,0,0,1
<http://dbpedia.org/resource/Good_Luck_Chuck>,6,0,0,0,6
"<http://dbpedia.org/resource/Good_Morning,_Vietnam>",14,0,0,0,14
<http://dbpedia.org/resource/Good_Time_(film)>,3,0,0,0,3
<http://dbpedia.org/resource/Good_Will_Hunting>,69,8,10,4,91
<http://dbpedia.org/resource/Good_for_Nothing_(2014_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Goodbye_Again_(1933_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Goodbye_Christopher_Robin>,3,0,0,0,3
<http://dbpedia.org/resource/Goodbye_Solo_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Goodfellas>,85,25,9,4,123
<http://dbpedia.org/resource/Goodnight_Mommy>,0,1,0,0,1
<http://dbpedia.org/resource/Goon_(film)>,5,0,1,3,9
<http://dbpedia.org/resource/Goosebumps_(film)>,9,1,0,0,10
<http://dbpedia.org/resource/Gosford_Park>,5,0,0,0,5
<http://dbpedia.org/resource/Gothika>,5,0,0,0,5
<http://dbpedia.org/resource/Gotti_(song)>,2,0,0,0,2
<http://dbpedia.org/resource/Gozu>,0,0,0,1,1
<http://dbpedia.org/resource/Gran_Torino>,27,0,0,0,27
<http://dbpedia.org/resource/Grand_Canyon_(1958_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Grand_Hotel_(1932_film)>,0,1,0,0,1
<http://dbpedia.org/resource/Grandma's_Boy_(2006_film)>,7,0,0,0,7
<http://dbpedia.org/resource/Grave_of_the_Fireflies>,3,0,0,2,5
<http://dbpedia.org/resource/Gravity_(2009_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gravity_(2013_film)>,52,4,3,5,64
<http://dbpedia.org/resource/Gravy_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Grayson_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Grease_(film)>,58,15,0,1,74
<http://dbpedia.org/resource/Grease_2>,8,2,0,0,10
<http://dbpedia.org/resource/Great_Balls_of_Fire!_(film)>,3,0,0,0,3
<http://dbpedia.org/resource/Great_Expectations_(1946_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Green_Card_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Green_Lantern_(film)>,25,0,0,1,26
<http://dbpedia.org/resource/Green_Room_(film)>,5,0,0,0,5
<http://dbpedia.org/resource/Green_Zone_(film)>,1,0,0,1,2
<http://dbpedia.org/resource/Gremlins>,20,1,0,2,23
<http://dbpedia.org/resource/Gremlins_2:_The_New_Batch>,6,0,0,0,6
<http://dbpedia.org/resource/Grey_Gardens>,2,0,0,0,2
"<http://dbpedia.org/resource/Greystoke:_The_Legend_of_Tarzan,_Lord_of_the_Apes>",0,1,0,0,1
<http://dbpedia.org/resource/Gridiron_Gang>,2,0,0,0,2
<http://dbpedia.org/resource/Grimm's_Snow_White>,1,0,0,0,1
<http://dbpedia.org/resource/Grimm_(film)>,0,1,0,0,1
<http://dbpedia.org/resource/Grindhouse_(film)>,9,1,0,0,10
<http://dbpedia.org/resource/Gringo_(2018_film)>,13,0,0,2,15
<http://dbpedia.org/resource/Grizzly_Man>,7,0,0,1,8
<http://dbpedia.org/resource/Grosse_Pointe_Blank>,2,1,0,1,4
<http://dbpedia.org/resource/Groundhog_Day_(film)>,146,14,8,6,174
<http://dbpedia.org/resource/Grown-Ups>,34,0,0,1,35
<http://dbpedia.org/resource/Grown_Ups_(film)>,85,8,2,5,100
<http://dbpedia.org/resource/Grown_Ups_2>,62,2,5,4,73
<http://dbpedia.org/resource/Grumpier_Old_Men>,4,0,0,1,5
<http://dbpedia.org/resource/Grumpy_Old_Men_(film)>,14,1,0,1,16
<http://dbpedia.org/resource/Guardians_(2017_film)>,4,1,0,0,5
<http://dbpedia.org/resource/Guardians_of_the_Galaxy_(film)>,182,28,10,14,234
<http://dbpedia.org/resource/Guardians_of_the_Galaxy_Vol._2>,61,16,1,4,82
<http://dbpedia.org/resource/Guarding_Tess>,1,0,0,0,1
<http://dbpedia.org/resource/Guess_Who_(film)>,2,0,0,1,3
<http://dbpedia.org/resource/Gulliver's_Travels_(2010_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Gummo>,4,0,0,0,4
<http://dbpedia.org/resource/Gun_Shy_(2000_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Gunfight_at_the_O.K._Corral_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/Gunslinger_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Gunsmoke_(film)>,3,0,0,0,3
<http://dbpedia.org/resource/Guyana_Tragedy:_The_Story_of_Jim_Jones>,2,0,0,0,2
<http://dbpedia.org/resource/Guys_and_Dolls_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/H._(2014_film)>,1,0,0,0,1
<http://dbpedia.org/resource/H._G._Wells'_The_War_of_the_Worlds_(Pendragon_Pictures_film)>,0,1,0,0,1
<http://dbpedia.org/resource/H_(2002_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Hachi:_A_Dog's_Tale>,5,1,3,0,9
<http://dbpedia.org/resource/Hacksaw_Ridge>,58,0,4,6,68
"<http://dbpedia.org/resource/Hail,_Caesar!>",2,0,0,0,2
<http://dbpedia.org/resource/Hair_(film)>,3,0,0,0,3
<http://dbpedia.org/resource/Hairspray_(1988_film)>,8,0,0,0,8
<http://dbpedia.org/resource/Hairspray_(2007_film)>,27,7,0,3,37
<http://dbpedia.org/resource/Half_Baked>,17,14,0,0,31
<http://dbpedia.org/resource/Half_Magic_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Hall_Pass>,5,1,0,1,7
<http://dbpedia.org/resource/Halloween:_Resurrection>,1,0,0,0,1
<http://dbpedia.org/resource/Halloween:_The_Curse_of_Michael_Myers>,1,0,0,0,1
<http://dbpedia.org/resource/Halloween_(1978_film)>,104,18,5,3,130
<http://dbpedia.org/resource/Halloween_(2007_film)>,21,3,2,3,29
<http://dbpedia.org/resource/Halloween_II_(1981_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Halloween_II_(2009_film)>,8,0,0,0,8
<http://dbpedia.org/resource/Halloweentown_(film)>,1,0,0,1,2
<http://dbpedia.org/resource/Halo_(1996_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Hamburger_Hill>,3,0,0,0,3
<http://dbpedia.org/resource/Hamilton_(2006_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Hamlet_(1990_film)>,1,0,0,0,1
<http://dbpedia.org/resource/Hamlet_(2009_film)>,4,0,0,1,5
<http://dbpedia.org/resource/Hancock_(film)>,28,1,0,0,29
<http://dbpedia.org/resource/Hang_'Em_High>,4,0,0,0,4
<http://dbpedia.org/resource/Hanging_Up>,1,0,0,0,1
<http://dbpedia.org/resource/Hangover_(2010_film)>,52,17,1,2,72
<http://dbpedia.org/resource/Hangover_(2014_film)>,5,5,0,2,12
<http://dbpedia.org/resource/Hanna_(film)>,4,0,0,0,4
<http://dbpedia.org/resource/Hannibal_(1959_film)>,0,0,0,2,2
<http://dbpedia.org/resource/Hannibal_(2001_film)>,36,2,8,4,50
<http://dbpedia.org/resource/Hannibal_Rising_(film)>,3,1,0,1,5
<http://dbpedia.org/resource/Hanover_Street_(film)>,1,0,0,0,1
<http://dbpedia.org/resource/Hansel_&_Gretel:_Witch_Hunters>,1,0,0,0,1
<http://dbpedia.org/resource/Hansel_&_Gretel_(2013_film)>,2,0,0,0,2
<http://dbpedia.org/resource/Happiness_(2016_film)>,0,6,0,0,6
<http://dbpedia.org/resource/Happy_Accidents_(film)>,2,0,0,0,2
<http://dbpedia.org/resource/Happy_Christmas_(film)>,0,1,0,0,1
<http://dbpedia.org/resource/Happy_Death_Day>,83,13,7,5,108
<http://dbpedia.org/resource/Happy_Feet>,14,0,0,1,15
<http://dbpedia.org/resource/Happy_Feet_Two>,1,0,0,0,1
<http://dbpedia.org/resource/Happy_Gilmore>,105,15,9,9,138
